Registration Number,UG Name of university,UGCGPA,Year of graduation,Employeed after graduation,Location of primary school,Location of secondary school,Disability,Fatherss highest level of education,Motherss highest level of education,Socio-economic level,Father occupation,Mother occupation,Electronic gadgets,Internet access at home,VT,QT,AT,OT
1015097,Rift Vally University,3.46,2018,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,private,House wife," Laptop computer, ",Yes,22,12,13,47
1016968,woldia,3.63,2021,No,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,merchant,house wife,"Mobile phone with touch screen, ",Yes,20,16,11,47
1016378,Hawassa univeristy,3.86,2020,No,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Same as,farmer,House wife,"Mobile phone with touch screen, ",No,23,16,8,47
1016670,ste MarysUniversity,3.13,2021,Yes,Tigray,Tigray,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,passed away,house wife," Laptop computer, ",No,22,15,10,47
1016962,NDEJJE UNIVERSITY,3.73,2021,No,,,,Post Secondary,Primary Education,Same as,TEACHER,HOUSE WIFE,"Mobile phone with touch screen, ",No,17,19,11,47
1018786,Addis Ababa University,3.33,2015,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,house wife,"Mobile phone with touch screen, ",Yes,18,19,10,47
1018727,Addis Ababa University school of commerce,2.57,2011,Yes,Amhara,Amhara,,Primary Education,Primary Education,Same as,Carpanter,House wife,"Mobile phone with touch screen, ",Yes,21,17,9,47
1046756,Arbamich Universty,2.66,2014,Yes,Addis Ababa,Addis Ababa,,Primary Education,Secondary Education,Same as,private,House wife,"Mobile phone with touch screen, ",No,23,19,5,47
1042555,New Generation  university College,3.69,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,Director,House Wife,"Mobile phone with touch screen, ",Yes,24,14,9,47
1042817,Addis Ababa University,2.41,2017GC,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Primary Education,Same as,Driver,House Wife,"Mobile phone with touch screen, ",Yes,16,21,10,47
1042650,Hawassa university(MSc),3.56,2020,Yes,Sidama,Sidama,,Post Secondary,Non Literate Adult and Non Formal Education,Same as,government office worker,house wife,"Mobile phone with touch screen, ",Yes,23,19,5,47
1040934,Arba Minch university,3.84,2021,Yes,"Southern Nations, Nationalities, and Peoples",Oromia,,Non Literate Adult and Non Formal Education,Primary Education,Same as,Farmer,house wife,"Mobile phone with touch screen, ",No,15,19,13,47
1046836,Addis Ababa  university School of commerce,2.66,2011,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Better than,Driver,House wife,"Mobile phone with touch screen, ",Yes,21,17,9,47
1041450,Adama Science and Technology University,3.24,2017,Yes,Oromia,"Southern Nations, Nationalities, and Peoples",,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Pension,House Wife,"Mobile phone with touch screen, ",Yes,23,12,12,47
1041557,Bahir Dar University,2.2,2007,Yes,Oromia,Oromia,,Post Secondary,Primary Education,Same as,Not alive,House Wife,"Mobile phone with touch screen, ",Yes,24,9,14,47
1044433,AAIT,3.35,2021G.C,No,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Worse than,Farmer,House wife," Mobile phone without touch screen, ",No,37,3,7,47
1041473,unity University,2.9,1998 E.C,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Non Literate Adult and Non Formal Education,Same as,pensioner,house wife,"Mobile phone with touch screen, ",Yes,23,15,9,47
1042095,Wollo University(kombolcha inistitute of technology),3.65,2021,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Better than,Administrator,House wife,"Mobile phone with touch screen, ",Yes,24,8,15,47
1046901,Haramaya University,3.82,2021,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,Farmer,HOUSE WIFE,"Mobile phone with touch screen, ",Yes,26,11,10,47
1042914,Addis Ababa University,2.35,2017,Yes,Amhara,Amhara,Physical/Motor Impairment,Secondary Education,Non Literate Adult and Non Formal Education,Worse than,Farmer,house wife,"Mobile phone with touch screen, ",Yes,19,18,10,47
1041462,WOLLO UNIVERSITY,3.44,2019,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Non Literate Adult and Non Formal Education,Same as,FINANCE OFFICER,HOUSE WIFE,"Mobile phone with touch screen, ",No,20,10,17,47
1085119,bahir dar university,2.43,2017,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Non Literate Adult and Non Formal Education,Same as,farmer,house wife,"Mobile phone with touch screen, ",No,21,14,12,47
1085010,Haramaya  University,3.07,2012 E.C,Yes,Dire Dewa,Dire Dewa,,Secondary Education,Primary Education,Same as,carpenter,House wife,"Mobile phone with touch screen, ",No,24,13,10,47
1016212,unity university,3.48,2021,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Better than,private,House servant,"Mobile phone with touch screen, ",Yes,16,20,11,47
1014212,Wondo genet college,3.5,2009,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Soldgeir,house maid,"Mobile phone with touch screen, ",Yes,16,17,14,47
1013656,kea med medicall college,3.77,2019,Yes,Oromia,Oromia,,Primary Education,Primary Education,Same as,Farmer,house made,"Mobile phone with touch screen, ",Yes,24,17,6,47
1016110,HIGH LAND COLLEGE INJIBERE COMPUS,3.86,2019,Yes,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Worse than,FARMER,House lady,"Mobile phone with touch screen, ",Yes,25,18,4,47
18813,ambo university,2.57,2008,Yes,Oromia,Oromia,,Secondary Education,,Same as,MERCHANT,HOUSE HOLD,"Mobile phone with touch screen, ",Yes,23,13,11,47
1013997,debretabor university,3.12,2011 EC,Yes,Amhara,Amhara,,Other,Other,Better than,farmer,house hold,"Mobile phone with touch screen, ",No,24,14,9,47
1083633,University of Gondar,3.34,2019,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Priest,House hold,"Mobile phone with touch screen, ",Yes,20,15,12,47
1020046,wollo university,3.4,2007E.C,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Primary Education,Same as,FARMER,House  Wife,"Mobile phone with touch screen, ",Yes,17,19,11,47
1041956,Debre Markos University,3.66,2011,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Better than,farmer,hous wife,"Mobile phone with touch screen, ",No,27,14,6,47
1020154,hawassa unversity institute of technology,3.3,2020,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Primary Education,Same as,Farmer,Home servant,"Mobile phone with touch screen, ",Yes,20,21,6,47
1012964,Addis Ababa University,2.67,2012,Yes,Benishangul-Gumuz,Benishangul-Gumuz,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,HOME CARE,"Mobile phone with touch screen, ",Yes,22,16,9,47
1015419,debremarkos university,3.29,2006 E.c,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,Not alive,have no occupation,"Mobile phone with touch screen, ",No,22,17,8,47
1046911,Aksum universty,3.28,2015,Yes,Oromia,Oromia,,Secondary Education,Secondary Education,Same as,He was passed,Haus keeper,"Mobile phone with touch screen, ",No,25,13,9,47
18942,Addis Ababa University School of Commerce,2.83,2018/19,No,Addis Ababa,Addis Ababa,,Post Secondary,,Same as,turata,governmental works,,Yes,25,14,8,47
1013642,Addis Ababa University,2.42,no,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,GOVERNMENTAL,Governmental,"Mobile phone with touch screen, ",Yes,20,16,11,47
1014919,Admas University,3.52,2019,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Government Worker,Government Worker,"Mobile phone with touch screen, ",No,12,15,20,47
1015896,HARAMBEE UNIVERSTY,3.61,7/9/2020,Yes,Tigray,Tigray,,Secondary Education,Post Secondary,Same as,PRIVATE,GOVERMENTAL EMPLOYEE,"Mobile phone with touch screen, ",No,23,18,6,47
1020033,Bahir Dar universty,3,2016,Yes,Addis Ababa,Sidama,,Primary Education,Non Literate Adult and Non Formal Education,Worse than,furmer,furmer,"Mobile phone with touch screen, ",Yes,11,22,14,47
1083646,debremarkos university,3.18,2021,No,Amhara,Oromia,,Primary Education,Primary Education,Better than,farming,farming," Laptop computer, ",No,19,18,10,47
1000360,BAHIR DAR university,3.56,2017,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,20,18,9,47
1002873,Paradize Valley University College,4,2013,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Not a live,Farmer,"Mobile phone with touch screen, ",Yes,33,8,6,47
1015613,Addiss Ababa Univeristy,2.36,2009 E.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer," Mobile phone without touch screen, ",No,21,14,12,47
1013979,DEBREBERHAN UNIVERSITY,3.5,2017,Yes,Amhara,Amhara,,Primary Education,Primary Education,Better than,fARMER,FARMER,"Mobile phone with touch screen, ",Yes,20,20,7,47
1015574,WOLLEGA UNIVERSITY,3.85,"2019/2011E,C",No,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Worse than,Farmer,Farmer," Mobile phone without touch screen, ",No,22,16,9,47
1014572,Haramaya University,3.03,July 6/2013,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, Mobile phone with touch screen, ",No,28,11,8,47
1015845,HARAMAYA UNIVERSTY,2.98,2015 G.C,Yes,Amhara,Benishangul-Gumuz,,Primary Education,Non Literate Adult and Non Formal Education,Same as,FARMER,FARMER,"Mobile phone with touch screen, ",Yes,22,11,14,47
1015694,Arbaminch University,2.7,2011 EC,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",Yes,19,21,7,47
1016190,Adama Science & Technology University,2.48,2013,Yes,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Worse than,Farmer,Farmer,"Mobile phone with touch screen, ",No,18,17,12,47
1014764,haromaya university,3.01,2005,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,driver,farmer,"Mobile phone with touch screen, ",No,21,12,14,47
1042807,Jimma University,3.13,2021,No,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",Yes,17,16,14,47
1046823,Addis Ababa Science and Technology University,3.13,2021,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,23,16,8,47
1044215,bahirdar university,3.71,2021,Yes,Amhara,Amhara,,Primary Education,Primary Education,Same as,FARMER,farmer," Desktop computer, ",Yes,18,17,12,47
1041401,AAU,2.15,1992,Yes,Tigray,Tigray,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,FARMER,FARMER," Mobile phone without touch screen, ",No,22,13,12,47
1042754,CENTRAL HEALTH COLLEGE,3.98,2019 for Msc,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,FARMER,Farmer," Laptop computer, ",No,14,20,13,47
1046743,university of Gondar,2.59,2008,Yes,Oromia,Oromia,,Secondary Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",Yes,25,13,9,47
1042025,JIMMA UNIVERSITY,3.01,2006 E.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,FARMER,FARMER,,No,30,12,5,47
1042465,Wollo University,3.13,2015,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",Yes,24,9,14,47
1083592,Assosa University,3.92,2019,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,18,19,10,47
1083645,menchen fur menschen,3.06,2021,No,,,,Primary Education,Primary Education,Worse than,farmer,farmer,"Mobile phone with touch screen, ",Yes,22,13,12,47
1014627,AFERICA MEDICAL COLLEGE,3.8,2008,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Better than,employee,family manager," Mobile phone without touch screen, ",No,20,19,8,47
18449,Unity university,3.58,2017,Yes,Addis Ababa,Addis Ababa,,Secondary Education,,Same as,death,death," Laptop computer, ",No,14,21,12,47
1012580,StsMary univeristy,3.1,2019,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,formal,cooker,"Mobile phone with touch screen, ",Yes,26,14,7,47
1041405,ARBA MINCH UNIVERSTY,3.72,2014,Yes,Amhara,Amhara,,Post Secondary,Post Secondary,Same as,health officer,civil servant,"Mobile phone with touch screen, ",Yes,21,12,14,47
1018695,Jimma Univeristy,3,2007,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Other,Better than,Liason,Cashier,"Mobile phone with touch screen, ",Yes,22,15,10,47
1013852,Haramaya university,3.33,1999 ec,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,no,bussines,"Mobile phone with touch screen, ",No,15,19,13,47
1016762,university of gondar,3.66,2013 e.c,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,businessman,businesswoman,"Mobile phone with touch screen, ",No,17,18,12,47
1046808,University of Gondar,3.123,2021,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Post Secondary,Post Secondary,Same as,pension,business,"Mobile phone with touch screen, ",Yes,21,15,11,47
1014701,St Maryss University,2.52,2018,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,ETHIOPIAN MILITARY POWER,BANKER,"Mobile phone with touch screen, ",Yes,18,18,11,47
1040511,universal college of technology,3.9,2012,Yes,Addis Ababa,Addis Ababa,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Worse than,agriculture,agriculture,"Mobile phone with touch screen, ",Yes,17,18,12,47
1012508,adama science and technology university,3.5,2008,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,accountant,agricultural,"Mobile phone with touch screen, ",No,19,16,12,47
1015990,RIFT VALI,-4,2009,Yes,Addis Ababa,Addis Ababa,,Primary Education,Other,Worse than,ADDIS ABEBA,ADDIS ABEBA," Mobile phone without touch screen, ",Yes,14,22,11,47
1015453,Hawassa University,3.49,2016,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Primary Education,Same as,Addis Ababa,Addis Ababa,"Mobile phone with touch screen, ",No,23,17,7,47
18229,ASSOSA UNIVERSITY,3.55,2019,No,Tigray,Tigray,,Post Secondary,,Same as,OFFICER,ACCOUNTANT,"Mobile phone with touch screen, ",No,19,13,15,47
1018700,Hawassa university,3.2,2004 G.C,Yes,Addis Ababa,Addis Ababa,,Primary Education,Non Literate Adult and Non Formal Education,Same as,A.A,A.A,"Mobile phone with touch screen, ",Yes,21,15,11,47
7890,wollega university,3.27,2002,Yes,Harari,Harari,,Secondary Education,,Same as,-,-,"Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, ",Yes,20,12,15,47
1012575,Oromia Public Service,3.95,2009 E.C,Yes,Oromia,Oromia,,Primary Education,Primary Education,Same as,work on governmrnt Institution,work on governmrnt Institution,"Mobile phone with touch screen, ",No,24,14,8,46
1000224,Addis Ababa university,3.58,2011,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Secondary Education,Post Secondary,Same as,private,teacher," Mobile phone without touch screen, ",No,18,14,14,46
1000186,AAU,3.3,2016,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Better than,Lecturer,Teacher," Mobile phone without touch screen, ",Yes,28,10,8,46
1000457,Dilla University,2.76,1997,No,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Other,Other,Same as,private,Teacher,"Mobile phone with touch screen, Mobile phone with touch screen, ",No,21,15,10,46
1014652,adis ababa university,2.34,2017,Yes,Amhara,Amhara,,Post Secondary,Post Secondary,Same as,teacher,teacher,"Mobile phone with touch screen, ",No,26,16,4,46
1014719,Jimma university,2.8,2010EC,Yes,Oromia,Oromia,,Secondary Education,Post Secondary,Same as,driver,Teacher,"Mobile phone with touch screen, ",No,25,13,8,46
1042672,Unity University,3.45,2021,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,Government worker,Teacher,"Mobile phone with touch screen, ",No,24,15,7,46
